"siteID","sampleID","collectDate","DIC","HCO3","Si","SO4","pH","TPN","Cl","CO3","NO2_N","TPC","UV_Absorbance_280_nm","Fe","DOC","Mn","TSS","TSS_Dry.Mass","K","Ca","TP","F","TOC","TDP","TDS","Mg","ANC","NO3_NO2_N","OrthoP","NH4_N","UV_Absorbance_250_nm","TDN","conductivity","Na","TN","Br","specificConductance"
"BIGC","BIGC.SS.20181009","10/9/18 17:28",10.85,55.01,16.2214,13.323,7.51,0.0998,24.78,0.005,0.0226,0.286,0.0221,0.0041,1.398,5e-04,4,200,1.697,15.5311,0.222,0.84,1.335,5e-04,144.21,2.099,0.95,0.0351,0.091,0.0482,0.0304,0.1808,205.5,21.8,0.1266,2.14,NA
"BIGC","BIGC.SS.20181106","11/6/18 17:22",11.24,310.29,26.4291,8.115,7.56,0.1014,15.1645,0.005,0.0507,0.377,0.0396,0,1.385,5e-04,0,0,10,43.4104,0.0303,1.2672,1.654,0,410.63,24.85,5.19,0,0.019,0,0.0536,0.1216,578.24,28.68,0.1826,0.005,NA
"BIGC","BIGC.SS.20181204","12/4/18 18:45",10.07,31.31,12.97,10.91,7.4,0.1424,23.8,0.005,0.0528,0.2905,0.0649,0.023,2.661,0.001,0,0,0.659,12.158,0.0477,0.46,2.455,0.028,102.52,1.871,0.62,0,0.143,0.0729,0.0933,0,145.63,15.93,0,0.03,NA
"BIGC","BIGC.SS.20190128","1/28/19 17:45",8.547,71.23,21.18,10.2,7.28,0.1007,11.51,0.005,0.0523,0.3334,0.0449,0.003,2.923,5e-04,8,400,2.017,14.917,0.021,0.59,2.839,0.016,120.17,1.914,1.38,0,0.349,0.0889,0.0634,0.1208,170.68,18.5,0.1291,0.005,NA
"BIGC","BIGC.SS.20190304","3/4/19 19:54",5.46,20.56,9.0853,1.119,6.82,0.0435,1.8737,0.005,0.0401,0.4747,0.0156,0.0139,3.733,5e-04,6,300,0.898,4.4924,0.176,0.582,3.972,5e-04,34.25,0.78,0.43,0,0.038,0.0827,0.0236,0.1037,47.54,3.592,0.1114,0.17,NA
"BIGC","BIGC.SS.20190312","3/12/19 18:02",5.8,20.56,10.0653,1.41,7.26,0.0857,4.4907,0.005,0.039,0.4293,0.0656,0.0049,2.708,5e-04,2,100,0.875,5.1472,0.149,1.0399,3.068,0.004,38.71,0.789,0.48,0,0.043,0.0771,0.0928,0.1127,53.62,4.156,0.134,0.005,NA
"BIGC","BIGC.SS.20190326","3/26/19 17:00",6.498,26.56,11.2334,1.443,7.23,0.0999,4.5276,0.005,0,0.4204,0.0517,0.0077,2.227,5e-04,0,0,0.833,5.1343,0.054,0.005,2.318,0.0267,42.17,0.84,0.56,0,0.041,0.0872,0.0797,0.1067,58.97,5.151,0.1022,0.005,NA
"BIGC","BIGC.SS.20190402","4/2/19 17:03",6.629,21.83,11.4122,1.566,7.29,NA,1.2991,0.005,0,NA,0.0542,0.0134,2.209,5e-04,4,200,0.83,5.2567,0.015,2.7035,2.184,0.0134,41.87,0.848,0.57,0,0.034,0.0785,0.0785,0.1166,59.88,5.221,0.097,0.005,NA
"BIGC","BIGC.SS.20190409","4/9/19 16:46",7.015,19.06,12.3845,1.884,7.24,0.1007,10.1386,0.005,0,0.3825,0.0522,0.0156,2.367,5e-04,0,0,0.952,5.733,0.0383,0.005,2.249,0.0254,45.15,0.906,0.47,0,0.035,0.0531,0.0751,0.107,65.83,5.896,0.0889,0.005,NA
"BIGC","BIGC.SS.20190417","4/17/19 16:55",6.761,23.43,12.324,1.866,7.29,0.1178,9.9837,0.005,0,0.3178,0.0585,0.0029,2.231,5e-04,4,200,0.945,5.8871,0.0529,0.005,2.157,0.0118,48.14,0.985,0.42,0,0.032,0.0481,0.0828,0.0631,70.08,6.799,0.0451,0.005,NA
"BIGC","BIGC.SS.20190422","4/22/19 16:30",6.941,21.4,12.4699,2.49,7.62,0.1096,6.8856,0.005,0,0.5211,0.0462,5e-04,2.002,5e-04,6,300,0.973,6.1089,0.0216,2.0741,1.883,0.0081,53.83,1.19,0.42,0,0.032,0.119,0.0672,0.0441,74.56,7.109,0.0306,0.005,NA
"BIGC","BIGC.SS.20190429","4/29/19 17:35",7.109,20.92,13.0458,2.679,7.63,0.1154,10.9155,0.005,0,0.4418,0.0434,0.009,1.992,5e-04,4,200,1.024,6.7171,0.053,1.9686,2.112,0.0254,56.11,1.067,0.41,0.0049,0.034,0.2313,0.0639,0.0981,79.51,7.576,0.0886,0.005,NA
"BIGC","BIGC.SS.20190429.2","4/29/19 17:35",NA,NA,NA,NA,7.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,200,NA,NA,0.055,NA,2.089,NA,NA,NA,0.42,NA,NA,NA,NA,NA,77.94,NA,0.0466,NA,NA
"BIGC","BIGC.SS.20190506","5/6/19 18:03",7.148,20.21,13.5461,2.649,7.23,0.0973,4.6514,0.005,0,0.3106,0.0452,0.0076,2.105,5e-04,8,400,1.058,6.8231,0.0912,3.9121,2.061,0.0234,51.26,1.053,0.41,0,0.027,0.0289,0.0677,0.0831,72.65,5.972,0.0753,0.005,NA
"BIGC","BIGC.SS.20190507","5/7/19 16:46",7.258,16.47,12.7874,2.556,7.63,0.1378,3.8861,0.005,0,0.3062,0.0451,0.0042,2.248,5e-04,6,300,0.98,6.5501,0.0752,3.9338,2.038,0.0025,49.61,1.055,0.42,0.0119,0.026,0.0209,0.0656,0.1001,69.42,5.654,0.093,0.005,NA
"BIGC","BIGC.SS.20190513","5/13/19 16:48",7.083,28.72,12.9258,2.595,7.56,0.194,5.7799,0.005,0,0.3147,0.0478,0.0065,2.097,0.001,6,300,0.981,6.5297,0.1721,0.005,2.129,0.0072,49.85,1.018,0.62,0,0.028,0.0283,0.066,0.1227,70.15,5.9,0.1783,0.005,NA
"BIGC","BIGC.SS.20190522","5/22/19 20:55",7.34,2.34,12.1952,17.49,7.12,0.089,3.3702,0.005,0,0.2907,0.0604,0.0195,2.795,0.001,8,400,0.84,5.5163,0.1586,1.61,2.801,5e-04,42.36,0.906,0.05,0.0213,0.045,0.0692,0.0852,0.0922,58.74,4.878,0.1614,0.005,NA
"BIGC","BIGC.SS.20190528","5/28/19 17:36",7.025,8.05,12.4751,15.69,7.44,0.148,1.15,0.005,0,0.2929,0.0536,0.0162,2.329,0.001,2,100,0.862,5.9594,0.16,2.5909,2.351,0.0094,45.21,0.962,0.15,0.0227,0.042,0.0914,0.078,0.0814,63.47,5.243,0.0311,0.005,NA
"BIGC","BIGC.SS.20190603","6/3/19 23:15",7.721,9.71,11.9041,2.535,7.08,0.1349,12.4367,0.005,0,0.359,0.052,0.0033,2.178,5e-04,4,200,0.891,6.6567,0.1419,2.5984,1.996,0.0065,49.36,1.082,0.18,0,0.041,0.0483,0.0728,0.1158,69.47,5.995,0.1152,0.005,NA
"BIGC","BIGC.SS.20190604","6/4/19 17:45",7.763,11.21,12.0453,2.409,7.37,0.1112,11.4354,0.005,0,0.3078,0.0481,0.011,2.234,5e-04,44,2200,0.857,6.4459,0.1732,2.4539,2.019,5e-04,49.01,1.034,0.24,0,0.035,0.0502,0.0706,0.1331,69.87,5.892,0.1258,0.005,NA
"BIGC","BIGC.SS.20190612","6/12/19 17:25",8.098,26.84,12.1509,2.544,7.69,0.1149,8.3025,0.005,0,0.3972,0.0456,0.0179,1.881,0.001,2,100,0.843,6.8668,0.1911,0.005,1.998,0.0259,52.67,1.063,0.52,0,0.034,0.465,0.067,0.1614,73.67,6.207,0.0332,0.005,NA
"BIGC","BIGC.SS.20190624","6/24/19 18:02",8.735,22.92,13.7658,5.007,7.85,0.1325,8.6886,0.005,0,0.3064,0.0604,0.0157,1.698,0.001,0,0,1.153,7.8875,0.3002,2.474,1.633,0.0155,63.58,1.134,0.42,0.012,0.028,0.0352,0.0825,0.1097,88.64,7.745,0.0963,0.005,NA
"BIGC","BIGC.SS.20190701","7/1/19 17:33",9.084,26.15,13.9828,5.037,6.41,0.1281,9.78,0.005,0,0.3142,0.052,0.021,1.802,0.005,4,200,1.15,8.3597,0.2142,2.4821,1.664,0.0147,64.25,1.119,0.53,0.0132,0.038,0.0302,0.0763,0.0992,91.41,8.344,0.108,0.005,NA
"BIGC","BIGC.SS.20190701.2","7/1/19 17:33",NA,NA,NA,NA,6.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,200,NA,NA,0.221,NA,1.689,NA,NA,NA,0.41,NA,NA,NA,NA,NA,88.96,NA,0.0744,NA,NA
"BIGC","BIGC.SS.20190715","7/15/19 17:12",9.887,67.41,22.6069,6.381,7.35,0.1353,0.25,0.005,0,0.3085,0.0316,0.0089,1.68,5e-04,2,100,1.259,10.4846,0.2621,0.005,2.337,0.0178,85.67,1.225,1.18,0.017,0.036,0.0987,0.0626,0.0937,120.17,12.27,0.1278,0.005,NA
"BIGC","BIGC.SS.20190904","9/4/19 18:40",10.78,19.45,24.0293,0.005,7.83,0.0882,43.1348,0.005,0,0.3236,0.0393,0.0131,NA,0.002,0,0,1.655,15.3478,0.2729,0.9468,1.397,0.0065,135.62,1.478,0.39,0.0075,0,0.0427,0.0537,0.0782,NA,21.68,0.0423,0.21,192.69
"BIGC","BIGC.SS.20190910","9/10/19 17:01",10.55,46.15,13.13,15.123,7.72,0.1323,29.5496,0.005,0,0.2865,0.0247,0.0047,4.662,5e-04,6,300,1.633,15.94,0.2404,0.005,1.343,0.0154,135.85,1.45,0.82,0.0103,0,0.0286,0.0362,0.0799,NA,21.77,0.0547,0.005,192.64
"BIGC","BIGC.SS.20190918","9/18/19 17:41",10.53,39.56,12.32,15.771,7.54,0.1167,30.7741,0.005,0,0.2621,0.017,0.0039,1.451,5e-04,4,200,1.574,15.205,0.2951,0.005,1.588,0.0238,135.69,1.411,0.72,0.0053,0.022,0.0285,0.027,0.0708,NA,21.99,0.1401,0.005,190.68
"BIGC","BIGC.SS.20191008","10/8/19 18:00",9.873,29.06,19.02,14.208,7.7,0.1154,42.06,0.005,0,0.2699,0.0139,0.008,1.253,5e-04,10,500,1.706,16.61,0.082,0.005,1.195,0.036,139.63,1.423,0.52,0.0059,0.048,0.0274,0.0027,0.0474,NA,22.54,0.0465,0.005,198.53
"BIGC","BIGC.SS.20191105","11/5/19 18:06",10.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"TECR","TECR.SS.20191113","11/13/19 18:05",4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"OKSR","OKSR.SS.20180612","6/12/18 19:49",3.315,19.15,0.6279,3.12,7.25,0.122,0.978,0.005,0.0149,0.2973,0.1005,0.0496,3.855,5e-04,2,100,5e-04,5.6098,0.0444,0.005,3.844,0.0109,29.883,1.224,0.46,0.0328,0.01,0.0318,0.1442,0.1823,42.69,0.393,0.1578,0.005,NA
"OKSR","OKSR.SS.20180619","6/19/18 17:44",2.435,5.17,0.4886,0.62,7.14,0.1214,4.98,0.005,0.0288,0.3463,0.1205,0.0206,4.355,5e-04,0,0,0.068,5.691,0.0127,2.85,4.453,5e-04,26.887,0.904,0.17,0.0345,0.015,0.0087,0.1843,0.1296,38.41,0.358,0.1418,0.005,NA
"OKSR","OKSR.SS.20180626","6/26/18 18:08",2.978,4.31,1.251,0.84,6.89,0.0524,1.95,0.005,0.0136,0.3949,0.1046,5e-04,4.141,5e-04,6,300,0.524,2.691,0.0187,1.78,4.228,0.0125,15.918,0.215,0.09,0.0065,0.012,0.0401,0.1559,0.2457,22.74,1.241,0.2491,0.005,NA
"CARI","CARI.SS.20170508","5/8/17 11:53",2.957,21.991,1.8536,2.07,6.88,0.226,0.2215,0,0.01,2.1619,0.4706,0.2254,17.1,0.0014,100,2500,0.5808,5.8016,0.004,0.005,16.49,0.0025,28.21,1.2508,0.399,0.098,0.017,0.035,0.6882,0.4496,42.67,0.5671,0.4337,0.005,NA
"CARI","CARI.SS.20170516","5/16/17 12:48",6.609,39.45,3.26,4.78,7.36,0.1367,0.28,0,0.009,0.6279,0.1962,0.152,6.612,5e-04,128,3200,0.535,10.573,0.041,0.005,6.978,0.003,52.4,2.115,0.7,0.26,0.015,0.03,0.2866,0.4112,76.5,0.84,0.4898,0.005,NA
"CARI","CARI.SS.20170521","5/21/17 21:39",8.528,47.59,3.74,6.21,7.65,0.1529,0.26,0,0.009,0.4174,0.0957,0.096,3.69,5e-04,32,800,0.561,13.029,0.011,0.005,3.675,0.003,71.6,2.552,0.82,0.303,0.011,0.043,0.1394,0.414,101.2,0.938,0.3846,0.005,NA
"CARI","CARI.SS.20170531","5/31/17 12:31",9.014,53.64,4.02,6.18,7.31,0.099,0.33,0,0.007,0.3674,0.1005,0.081,3.461,0.001,68,1700,0.643,14.392,0.017,0.005,3.115,0.005,76.4,2.761,0.89,0.336,0.001,0.08,0.1471,0.4103,108.1,1.239,0.4382,0.005,NA
"CARI","CARI.SS.20170606","6/6/17 18:59",9.785,54.17,4.1,6.82,7.43,0.138,0.34,0,0.008,0.4129,0.0598,0.03,2.271,0,12,300,0.548,14.87,0.033,0.005,2.588,0.03,72.5,2.892,0.93,0.333,0.002,0.101,0.0852,0.3808,103.9,1.125,0.3853,0.005,NA
"CARI","CARI.SS.20170704","7/4/17 22:44",5.018,30.28,2.9619,2.9591,7.32,0.1262,0.005,0,0.011,1.099,0.3086,0.2112,10.09,0.021,58,5800,0.2361,7.9329,0.009,0.005,12.02,0.0069,40.3,1.5314,0.53,0.266,0.024,0.067,0.4459,0.4455,64.49,0.6036,0.4975,0.005,NA
"CARI","CARI.SS.20170719","7/19/17 23:59",8.578,44.58,3.8162,5.7889,7.68,0.1007,0.005,0,0.0077,0.4078,0.0663,0.063,3.243,0.0259,4,400,0.4131,12.375,0.028,0.005,3.108,0.0273,60.38,2.3889,0.83,0.33,0.038,0.0209,0.1047,0.3736,105,1.0015,0.3725,0.005,NA
"CARI","CARI.SS.20170724","7/24/17 21:10",9.08,47.31,3.8928,6.0795,7.91,0.073,0.3289,0,0.0095,0.3517,0.059,0.049,2.645,0.0239,8,800,0.4653,13.194,0.0115,0.005,2.308,0.001,63.24,2.5884,0.89,0.324,0.035,0.0251,0.0862,0.3755,109.9,1.0274,0.3448,0.005,NA
"CARI","CARI.SS.20170807","8/7/17 20:02",9.638,43.58,3.4669,6.1764,7.78,0.0525,0,0,0.0121,0.3118,0.0386,0.0481,2.569,0.0289,2,100,0.4344,12.165,7e-04,0.005,2.688,5e-04,62.38,2.4381,0.82,0.3071,0.028,0.0254,0.0563,0.3868,85.6,0.931,0.3784,0.005,NA
"CARI","CARI.SS.20170906","9/6/17 19:05",8.546,66.68,1.4479,5.7629,4.68,0.0893,0.2553,0,0.3237,0.3464,0.0663,0.1229,3.676,0.0545,4,200,0.6426,17.749,0.006,0.005,3.553,0.0024,84.6,3.3241,1.192,0.3129,0.023,0.0383,0.0966,0.2975,122.1,1.1895,0.2946,0.005,NA
"CARI","CARI.SS.20171011","10/12/17 1:00",4.837,1014.25,1.39,3.92,7.1,0.0723,0.18,0.005,0.0065,0.6895,0.2584,0.247,9.481,0.032,38,1900,0.373,9.715,0.037,0.005,9.395,0.006,46.6,1.93,16.96,0.3416,0.006,0.1066,0.3886,0.5476,65.1,0.693,0.5482,0.005,NA
"CARI","CARI.SS.20171017","10/17/17 19:22",10.07,48.71,1.45,5.96,7.51,0.0791,0.17,0.005,0.0143,0.4798,0.1052,0.127,4.392,0.043,6,300,0.485,13.4,0.021,0.005,4.167,0.006,67.4,2.598,0.82,0.4252,0.015,0.1309,0.1567,0.4696,95.4,0.847,0.4296,0.005,NA
"CARI","CARI.SS.20180501","5/1/18 18:37",7.309,35.69,2.8996,5.9389,7.36,0.0558,3.1438,0.005,0.0156,0.4474,0.33,0.1844,13.77,0.0534,2,100,0.6383,12.4408,0.0569,0.3061,13.39,5e-04,55.69,2.2358,0.628,0.1731,0.024,0.0443,0.4916,0.6585,77.69,0.265,0.6646,0.005,NA
"CARI","CARI.SS.20180521","5/21/18 18:56",2.72,8.89,2.18,1.221,6.55,0.1406,10.652,0.005,0.0166,0.5717,0.2788,0.157,9.208,0.0163,8,400,0.1906,7.941,0.0499,0.005,8.936,0.0124,23.17,0.8849,0.176,0.3127,0.021,0.0523,0.4085,0.6651,32.86,5e-04,0.677,0.005,NA
"CARI","CARI.SS.20180613","6/13/18 19:13",6.962,33.67,4.4677,3.867,7.28,0.0221,5.0333,0.005,0.014,0.3295,0.0836,0.0452,3.287,0.01,2,100,0.237,10.2855,0.0311,0.005,3.214,0.0162,54.915,2.628,0.72,0.4097,0.022,0.0315,0.1224,0.5024,78.45,0.916,0.4883,0.005,NA
"CARI","CARI.SS.20180704","7/4/18 19:00",6.952,41.17,4.11,5.373,7.64,0.0468,0.3177,0.005,0.0158,0.4776,0.1248,0.0514,4.328,0.001,0,0,0.146,10.707,0.064,0.0891,4.394,5e-04,57.3,2.65,0.85,0.3125,0.011,0,0.1817,0.5039,81.25,0.864,0.5116,0.005,NA
"CARI","CARI.SS.20180718","7/18/18 18:35",8.277,40.39,3.8,5.247,7.26,0.0334,0.6881,0.005,0.0184,0.3805,0.0894,0.0497,3.334,0.012,0,0,0.324,10.411,0.008,0.005,3.324,0.005,54.2,2.582,0.73,0.3038,0.011,0,0.1299,0.3846,79.61,0.834,0.3725,0.005,NA
"CARI","CARI.SS.20180725","7/25/18 21:03",8.797,46.93,4.02,5.922,7.66,0.0404,1.1196,0.005,0.0247,0.3133,0.0617,0.0449,2.778,0.025,0,0,0.364,12.198,0.012,0.005,2.625,0.001,63.5,2.925,0.84,0.3154,0.019,0.0141,0.0877,0.3749,91.74,0.877,0.3612,0.005,NA
"CARI","CARI.SS.20180808","8/8/18 20:09",6.426,34.56,4.041,4.554,7.43,0.0794,1.2254,0.005,0.0194,0.3351,0.1703,0.0863,6.849,5e-04,8,400,5e-04,9.6038,0.012,0.005,6.43,0.0103,48.15,2.544,0.63,0.2973,0.012,0.0368,0.2536,0.4362,67.57,0.619,0.3979,0.005,NA
"CARI","CARI.SS.20180815","8/15/18 18:50",5.128,32.14,3.8936,3.264,7.02,0.092,0.35,0.005,0.0295,0.603,0.2688,0.0995,9.557,5e-04,16,800,5e-04,7.9143,0.0324,0.005,15.82,5e-04,42.56,2.108,0.63,0.2236,0.015,0.0012,0.3966,0.4549,58.97,0.525,0.7759,0.005,NA
"CARI","CARI.SS.20180822","8/22/18 18:45",7.025,37.01,4.2415,5.079,7.37,0.0329,0.22,0.005,0.0208,0.3216,0.1027,0.0329,4.327,0.001,4,200,5e-04,10.4667,0.0572,1.3617,4.279,0.0065,51.24,2.821,0.63,0.3031,0.018,0.0191,0.155,0.4545,73.32,0.717,0.3972,0.005,NA
"CARI","CARI.SS.20180905","9/5/18 19:30",6.317,28.57,3.9861,3.864,7.46,0.0536,0.43,0.005,0.0229,0.3396,0.1336,0.0593,4.963,5e-04,2,100,0.305,9.3554,0.001,0.005,5.17,5e-04,51.35,2.331,0.534,0.3124,0.012,0.0161,0.1986,0.3623,72.35,0.947,0.3783,0.005,NA
"CARI","CARI.SS.20180919","9/19/18 18:34",7.884,39.49,4.0343,4.35,7.52,0.088,2.6,0.005,0.0215,0.2988,0.0588,0.0287,3.767,0.016,0,0,0.371,11.1754,0.009,0.8,3.342,0.0067,60.37,2.774,0.72,0.0645,0.095,0.0132,0.0925,0.4991,84.78,1.081,0.4414,0.005,NA
"CARI","CARI.SS.20180926","9/26/18 19:39",4.858,24.85,3.7836,2.706,7.52,0.0867,0.005,0.005,0.0232,0.3966,0.1913,0.0961,1.31,0.008,2,100,0.266,7.7883,0.0674,1.17,7.422,0.0075,43.91,1.95,0.52,0.3361,0.084,0.0289,0.2885,0.6417,60.32,0.842,0.586,5.48,NA
"CARI","CARI.SS.20181010","10/10/18 20:10",7.419,45.21,4.7423,4.692,7.35,0.0814,3.41,0.005,0.0224,0.2696,0.0546,0.0146,2.83,0.001,8,400,0.386,11.1423,0.1451,0.005,2.709,5e-04,55.24,2.829,0.95,0.403,0.043,0.0727,0.0819,0.457,77.16,1.183,0.4455,0.005,NA
"CARI","CARI.SS.20181017","10/17/18 18:09",7.735,2.59,0.3675,0.117,7.56,0.0753,1.21,0.005,0.0509,0.3976,0.067,5e-04,3.058,0.004,4,200,0.005,1.0748,0.02,0.005,2.989,0.0177,5.62,0.229,0.14,0.3749,0.026,0.1253,0.1012,0.3449,7.75,0.026,0.3674,0.005,NA
"CARI","CARI.SS.20181023","10/23/18 18:57",NA,NA,NA,NA,7.52,0.1031,NA,NA,NA,0.3861,NA,NA,NA,NA,2,100,NA,NA,0.0986,NA,2.294,NA,NA,NA,0.53,NA,NA,NA,NA,NA,81.17,NA,0.53,NA,NA
"CARI","CARI.SS.20181023.2","10/23/18 18:57",NA,NA,NA,NA,7.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,100,NA,NA,0.1308,NA,2.257,NA,NA,NA,0.87,NA,NA,NA,NA,NA,81.04,NA,0.4933,NA,NA
"CARI","CARI.SS.20181107","11/7/18 20:14",9.901,38.52,4.3352,5.418,7.21,0.1389,6.74,0.005,0.0508,0.2644,0.0459,0.0079,2.293,0.027,4,200,5e-04,12.3001,0.0689,0.005,2.22,0.0072,65.21,3.199,0.74,0.37,0.006,0,0.0673,0.4941,90.5,1.008,0.4997,0.005,NA
"CARI","CARI.SS.20181107.2","11/7/18 20:14",NA,NA,NA,NA,7.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.094,NA,2.222,NA,NA,NA,0.73,NA,NA,NA,NA,NA,90.45,NA,0.4662,NA,NA
"CARI","CARI.RE.20190122","1/22/19 20:07",13.42,81.36,6.6,11.97,7.47,0.1252,4.33,0.005,0.0579,0.7678,0.0219,5e-04,1.525,0.092,8,400,0.972,24.786,0.0371,0.97,1.606,0.005,123.46,4.749,1.49,0.515,0.109,0.0768,0.0359,0.6507,175.51,1.882,0.7072,0.005,NA
"CARI","CARI.SS.20190312","3/12/19 19:08",13.18,53.28,4.4053,8.169,7.45,0.1327,3.2289,0.005,0.0396,0.3453,0.0185,0.009,1.338,0.061,4,200,0.56,17.7583,0.071,1.9095,1.417,0.0097,87.54,3.183,1.07,0.3632,0.035,0.0985,0.026,0.4241,123.67,1.322,0.4494,0.005,NA
"CARI","CARI.SS.20190312.2","3/12/19 19:08",NA,NA,NA,NA,7.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,200,NA,NA,0.08,NA,1.263,NA,NA,NA,1.08,NA,NA,NA,NA,NA,123.69,NA,0.4399,NA,NA
"CARI","CARI.SS.20190409","4/9/19 19:12",12.4,52.63,4.4193,8.733,7.54,0.1142,4.4433,0.005,0,0.3263,0.0247,0.0237,1.38,0.062,0,0,0.523,17.3508,0.0419,1.1125,1.314,5e-04,87.25,3.389,0.97,0.3414,0.034,0.0611,0.0393,0.409,123.84,1.407,0.3827,0.005,NA
"CARI","CARI.SS.20190424","4/24/19 18:55",9.33,50.41,3.6394,6.654,7.45,0.0738,0.3498,0.005,0,0.347,0.2106,0.1569,9.544,0.062,6,300,0.571,13.804,0.0334,0.005,10.6,0.0217,71.54,2.894,0.98,0.2503,0.031,0.0484,0.3058,0.4489,101.26,1.326,0.4831,0.005,NA
"CARI","CARI.SS.20190501.2","5/1/19 18:45",NA,NA,NA,NA,7.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,200,NA,NA,0.0729,NA,10.96,NA,NA,NA,0.72,NA,NA,NA,NA,NA,84.08,NA,0.4182,NA,NA
"CARI","CARI.SS.20190501","5/1/19 18:45",7.013,43.15,3.1365,5.616,7.61,0.1295,2.09,0.005,0,0.4879,0.2749,0.2181,10.7,0.072,6,300,0.571,11.8079,0.0897,0.005,10.76,0.003,60.08,2.474,0.85,0.2226,0.039,0.0273,0.3985,0.4327,85.64,0.681,0.4255,0.005,NA
"CARI","CARI.SS.20190508.2","5/8/19 19:50",NA,NA,NA,NA,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,200,NA,NA,0.1223,NA,9.395,NA,NA,NA,0.61,NA,NA,NA,NA,NA,73.41,NA,0.42,NA,NA
"CARI","CARI.SS.20190508","5/8/19 19:50",7.268,35.27,2.9606,4.968,7.53,0.154,2.38,0.005,0,0.3254,0.2232,0.2129,9.613,0.053,4,200,0.451,10.1249,1.1197,0.005,10.15,0.001,49.85,2.113,0.69,0.2403,0.022,0.0321,0.3228,0.4227,71.85,0.496,0.4536,0.005,NA
"CARI","CARI.SS.20190515","5/15/19 19:44",5.594,23.65,3.0578,9.1733,7.33,0.1123,0.0828,0.005,0,0.2823,0.21,0.1627,8.16,0.029,4,200,0.374,8.374,0.0943,0.005,8.439,5e-04,40.18,1.706,0.56,0.4435,0.04,0.0222,0.3069,0.6308,59.48,0.543,0.6341,0.005,NA
"CARI","CARI.SS.20190521","5/21/19 22:40",7.337,22.36,3.4263,10.2789,7.59,0.1024,3.4292,0.005,0,0.3798,0.0153,0.1703,5.626,0.037,12,600,0.385,9.8729,0.0329,0.005,5.796,5e-04,50.27,2.002,0.42,0.3873,0.041,0.0522,0.0238,0.5553,70.41,0.632,0.566,0.005,NA
"CARI","CARI.SS.20190529","5/29/19 19:50",6.865,22.85,3.2962,9.8886,7.46,0.1216,3.2676,0.005,0,0.3875,0.1967,0.247,6.967,0.038,4,200,0.331,9.6472,0.2288,0.005,7.37,0.0065,49.63,1.986,0.47,0.3214,0.045,0.0428,0.2873,0.4736,68.93,0.501,0.4717,0.005,NA
"CARI","CARI.SS.20190611","6/11/19 17:58",9.884,46.18,3.5636,6.159,8.02,0.1415,1.35,0.005,0,0.4363,0.0571,0.0656,2.411,0.04,4,200,0.283,13.0677,0.0178,0.005,2.655,0.0083,65.36,2.73,0.78,0.3126,0.034,0.0704,0.0825,0.4821,92.54,0.707,0.3685,0.005,NA
"CARI","CARI.SS.20190619","6/19/19 20:02",10.17,49.87,4.0128,8.571,7.18,0.1264,1.2712,0.005,0,0.2493,0.0558,0.0445,1.912,0.031,6,300,0.445,14.4305,0.018,0.005,2.089,0.0155,72.14,2.775,0.94,0.3462,0.034,0.0355,0.0891,0.4026,102.51,1.121,0.3371,0.005,NA
"CARI","CARI.SS.20190710","7/10/19 19:49",11.5,41.28,6.0634,6.927,7.52,0.1327,4.2745,0.005,0,0.2692,0.0859,0.0278,2.118,0.056,2,100,0.464,15.1034,0.0163,2.5347,1.946,0.0148,75.86,2.966,0.72,0.3021,0.037,0.0495,0.108,0.2729,108.79,1.285,0.3225,0.005,NA
"CARI","CARI.SS.20190717","7/17/19 18:33",11.64,44.61,6.0298,6.936,7.56,0.1161,3.6026,0.005,0.0014,0.2368,0.0588,0.0467,2.44,0.053,4,200,0.47,15.814,0.3653,2.2556,2.448,0.0065,79.52,3.066,0.75,0.2889,0.038,0.0637,0.0723,0.3651,112.36,1.292,0.3552,0.005,NA
"CARI","CARI.SS.20190724","7/24/19 19:30",12.06,52.16,6.201,6.801,7.44,0.1174,3.8725,0.005,0.0012,0.2306,0.0507,0.0433,2.119,0.057,2,100,0.479,15.7058,0.2219,0.005,2.231,0.009,76.54,3.057,0.92,0.2829,0.037,0.0541,0.0751,0.3462,111.39,1.165,0.3579,0.005,NA
"CARI","CARI.SS.20190807","8/7/19 21:08",6.073,22.17,4.97,3.24,7.28,0.1462,3.26,0.005,9e-04,0.5184,0.2752,0.152,8.149,0.028,12,600,0.226,7.6,0.119,0.09,7.878,0.009,37.8,1.492,0.42,0.4138,0.029,0.0697,0.4065,0.5552,55.61,5e-04,0.5113,0.005,NA
